,Nodtyp,EnhetId,AntalbestalldaPortioner,AntalKoptaPortioner,AntalAtande,AntalSaldaPortioner,KoksSvinnGram,ServeringsSvinnGram,TallriksSvinnGram,DW_Source,Manad,Ar,Dag,Vecka
43481,1,380,0,0,159,0,3200,5300,3100,0,3,2022,2,10
43482,2,386,0,0,680,0,1800,1300,6800,0,3,2022,2,10
43483,2,387,0,0,348,0,1000,3000,11000,0,3,2022,2,10
43484,2,389,0,0,450,0,1500,10300,9200,0,3,2022,2,10
43485,2,390,0,0,390,0,2000,4500,15000,0,3,2022,2,10
43486,2,391,0,0,720,0,1000,5000,18000,0,3,2022,2,10
43487,1,398,0,0,333,0,500,1500,7500,0,3,2022,2,10
43488,1,399,0,0,475,0,0,6300,9200,0,3,2022,2,10
43489,1,400,0,0,475,0,0,8500,0,0,3,2022,2,10
43490,0,401,0,0,469,0,2400,5000,15000,0,3,2022,2,10
43491,1,406,0,0,380,0,2000,4000,7000,0,3,2022,2,10
43492,1,407,0,0,335,0,600,2300,9700,0,3,2022,2,10
43493,0,2,120,0,116,120,0,1300,800,1,3,2022,3,10
43494,0,31,36,0,37,0,0,0,300,1,3,2022,3,10
43495,0,34,0,0,105,0,1500,1100,800,1,3,2022,3,10
43496,0,38,150,0,144,0,3000,2000,2000,1,3,2022,3,10
43497,0,77,0,0,45,0,0,0,150,1,3,2022,3,10
43498,0,80,0,0,35,0,0,0,1,0,3,2022,3,10
43499,0,83,135,0,135,0,400,300,200,1,3,2022,3,10
43500,0,92,64,0,41,0,0,4000,2352,1,3,2022,3,10
43501,0,105,0,0,33,0,7300,1500,1100,0,3,2022,3,10
43502,0,130,0,0,46,0,1300,1700,500,1,3,2022,3,10
43503,0,139,35,0,35,0,0,700,900,1,3,2022,3,10
43504,0,141,15,0,15,0,306,478,253,0,3,2022,3,10
43505,0,168,99,0,104,0,0,4360,3004,1,3,2022,3,10
43506,0,183,24,0,24,0,0,500,450,1,3,2022,3,10
43507,0,186,53,0,53,0,0,50,213,1,3,2022,3,10
43508,0,190,0,0,118,54,0,0,2550,1,3,2022,3,10
43509,0,203,78,0,95,104,200,1900,1600,1,3,2022,3,10
43510,0,216,0,0,90,0,0,4300,2000,1,3,2022,3,10
43511,0,238,74,0,98,0,4000,2800,1000,0,3,2022,3,10
43512,0,244,0,0,194,0,0,3200,3200,1,3,2022,3,10
43513,0,268,0,0,158,0,3005,3829,3709,1,3,2022,3,10
43514,0,287,0,0,32,0,0,6110,848,0,3,2022,3,10
43515,0,290,85,0,82,0,0,300,400,0,3,2022,3,10
43516,0,296,38,0,35,0,0,1300,1100,1,3,2022,3,10
43517,0,309,0,0,78,0,2700,6000,1600,0,3,2022,3,10
43518,0,317,68,0,68,0,0,0,269,1,3,2022,3,10
43519,0,328,0,0,70,0,0,10000,2000,0,3,2022,3,10
43520,0,334,0,0,200,0,200,500,0,1,3,2022,3,10
43521,0,340,84,0,84,0,0,2100,700,1,3,2022,3,10
43522,1,347,0,0,465,0,2000,9000,6800,0,3,2022,3,10
43523,1,349,0,0,510,0,0,1600,14600,0,3,2022,3,10
43524,1,352,0,0,558,0,400,7700,8500,0,3,2022,3,10
43525,1,353,0,0,303,0,1000,0,4000,0,3,2022,3,10
43526,1,354,277,0,304,0,2000,4000,5000,0,3,2022,3,10
43527,1,355,0,0,334,0,400,1000,3000,0,3,2022,3,10
43528,1,356,0,0,76,0,0,500,500,0,3,2022,3,10
43529,1,357,0,0,444,0,1000,6200,7300,0,3,2022,3,10
43530,1,358,0,0,386,0,0,0,6000,0,3,2022,3,10
43531,1,359,0,0,288,0,0,7000,5000,0,3,2022,3,10
43532,1,360,0,0,438,0,1000,5000,10000,0,3,2022,3,10
43533,1,361,0,0,522,0,1000,5000,18000,0,3,2022,3,10
43534,1,364,0,0,423,0,2000,6000,12000,0,3,2022,3,10
43535,1,365,0,0,220,0,2000,1500,4000,0,3,2022,3,10
43536,1,366,0,0,184,0,200,1000,1600,0,3,2022,3,10
43537,1,367,0,0,368,0,1000,4000,8700,0,3,2022,3,10
43538,1,368,0,0,347,0,500,9300,4900,0,3,2022,3,10
43539,1,369,0,0,375,0,200,700,1900,0,3,2022,3,10
43540,1,370,0,0,554,0,1300,6300,7300,0,3,2022,3,10
43541,1,371,0,0,307,0,3000,2000,6000,0,3,2022,3,10
43542,1,373,0,0,645,0,2000,5000,4900,0,3,2022,3,10
43543,1,376,0,0,169,0,100,1200,1200,0,3,2022,3,10
43544,1,377,420,0,369,0,1700,0,6200,0,3,2022,3,10
43545,1,378,0,0,136,0,2000,3000,1000,0,3,2022,3,10
43546,1,379,435,0,396,0,1900,2800,8100,0,3,2022,3,10
43547,1,380,0,0,167,0,3400,4200,3200,0,3,2022,3,10
43548,2,386,0,0,714,0,900,1000,6300,0,3,2022,3,10
43549,2,387,0,0,370,0,3000,4000,13000,0,3,2022,3,10
43550,2,389,0,0,460,0,1500,16000,13000,0,3,2022,3,10
43551,2,390,0,0,407,0,2000,5000,17000,0,3,2022,3,10
43552,2,391,0,0,544,0,2000,6000,13000,0,3,2022,3,10
43553,1,398,0,0,354,0,700,3100,2800,0,3,2022,3,10
43554,1,399,0,0,452,0,0,6300,8900,0,3,2022,3,10
43555,1,400,0,0,471,0,0,11600,0,0,3,2022,3,10
43556,0,401,0,0,494,0,3300,6600,17000,0,3,2022,3,10
43557,1,406,0,0,406,0,3000,3000,10000,0,3,2022,3,10
43558,1,407,0,0,348,0,400,2800,9800,0,3,2022,3,10
43559,0,2,100,0,89,100,0,600,1500,1,3,2022,4,10
43560,0,31,21,0,23,0,0,600,500,1,3,2022,4,10
43561,0,34,0,0,90,0,0,1500,1000,1,3,2022,4,10
43562,0,38,118,0,115,0,1000,3000,3000,1,3,2022,4,10
43563,0,83,106,0,106,0,300,500,200,1,3,2022,4,10
43564,0,92,64,0,30,0,0,2300,2450,1,3,2022,4,10
43565,0,105,0,0,26,0,5800,1600,1200,0,3,2022,4,10
43566,0,130,0,0,31,0,200,400,0,1,3,2022,4,10
43567,0,139,24,24,24,0,0,1400,200,1,3,2022,4,10
43568,0,141,14,0,12,0,161,174,65,0,3,2022,4,10
43569,0,168,94,0,87,0,0,7830,3470,1,3,2022,4,10
43570,0,183,25,0,25,0,0,1300,900,1,3,2022,4,10
43571,0,186,49,0,49,0,0,0,120,1,3,2022,4,10
43572,0,190,0,0,100,48,0,550,2050,1,3,2022,4,10
43573,0,203,78,0,95,104,500,2100,500,1,3,2022,4,10
43574,0,216,0,0,80,0,0,3700,1700,1,3,2022,4,10
43575,0,238,58,0,98,0,1700,3400,700,0,3,2022,4,10
43576,0,244,0,0,144,0,0,500,750,1,3,2022,4,10
43577,0,268,0,0,70,0,1511,3381,2356,1,3,2022,4,10
43578,0,287,0,0,24,0,469,1980,627,0,3,2022,4,10
43579,0,290,65,0,62,0,0,200,400,0,3,2022,4,10
43580,0,296,38,0,28,0,0,2000,900,1,3,2022,4,10
43581,0,309,0,0,57,0,2000,7000,1600,0,3,2022,4,10
43582,0,317,54,0,54,0,0,211,304,1,3,2022,4,10
43583,0,328,0,0,50,0,0,15000,1500,0,3,2022,4,10
43584,0,334,0,0,178,0,400,1400,0,1,3,2022,4,10
43585,1,347,0,0,476,0,0,4700,6500,0,3,2022,4,10
43586,1,349,0,0,537,0,0,500,9100,0,3,2022,4,10
43587,1,352,0,0,594,0,1100,6500,7100,0,3,2022,4,10
43588,1,353,0,0,300,0,0,1000,4000,0,3,2022,4,10
43589,1,354,277,0,281,0,4000,5000,4300,0,3,2022,4,10
43590,1,355,0,0,337,0,600,1000,5000,0,3,2022,4,10
43591,1,356,0,0,343,0,500,2000,3000,0,3,2022,4,10
43592,1,357,0,0,438,0,1300,3200,7200,0,3,2022,4,10
43593,1,358,0,0,384,0,0,3000,5000,0,3,2022,4,10
43594,1,359,0,0,295,0,0,8000,5000,0,3,2022,4,10
43595,1,360,0,0,441,0,1000,5000,10000,0,3,2022,4,10
43596,1,364,0,0,439,0,1000,6800,8600,0,3,2022,4,10
43597,1,365,0,0,221,0,1000,1500,4000,0,3,2022,4,10
43598,1,366,0,0,183,0,500,3100,2200,0,3,2022,4,10
43599,1,367,0,0,367,0,500,5000,10000,0,3,2022,4,10
43600,1,368,0,0,324,0,0,6900,4900,0,3,2022,4,10
43601,1,369,0,0,376,0,0,1000,1100,0,3,2022,4,10
43602,1,370,0,0,585,0,1000,2900,5800,0,3,2022,4,10
43603,1,371,0,0,299,0,2000,1000,5000,0,3,2022,4,10
43604,1,373,0,0,645,0,2000,3000,5000,0,3,2022,4,10
43605,1,376,0,0,171,0,200,2000,1300,0,3,2022,4,10
43606,1,377,420,0,370,0,1000,1000,5000,0,3,2022,4,10
43607,1,378,0,0,145,0,2000,5000,6000,0,3,2022,4,10
43608,1,379,435,0,301,0,2000,2100,7400,0,3,2022,4,10
43609,1,380,0,0,162,0,2900,3800,3100,0,3,2022,4,10
43610,2,386,0,0,755,0,900,2100,8700,0,3,2022,4,10
43611,2,387,0,0,350,0,2000,3000,12000,0,3,2022,4,10
43612,2,389,0,0,450,0,1300,7000,9300,0,3,2022,4,10
43613,2,390,0,0,367,0,3000,2500,18000,0,3,2022,4,10
43614,2,391,0,0,738,0,1000,2000,19000,0,3,2022,4,10
43615,1,398,0,0,334,0,600,2100,7500,0,3,2022,4,10
43616,1,399,0,0,462,0,500,9300,7200,0,3,2022,4,10
43617,1,400,0,0,487,0,0,8500,0,0,3,2022,4,10
43618,0,401,0,0,502,0,2000,3500,8000,0,3,2022,4,10
43619,1,406,0,0,378,0,3000,7000,6000,0,3,2022,4,10
43620,1,407,0,0,335,0,300,1100,4200,0,3,2022,4,10
43621,0,2,100,0,90,100,1300,2860,1960,1,3,2022,0,11
43622,0,31,32,0,34,0,0,500,300,1,3,2022,0,11
43623,0,34,0,0,95,0,500,1300,800,1,3,2022,0,11
43624,0,38,115,0,111,0,2000,1000,1000,1,3,2022,0,11
43625,0,77,0,0,43,0,100,150,100,1,3,2022,0,11
43626,0,80,0,0,26,0,0,1000,1000,0,3,2022,0,11
43627,0,83,118,0,118,0,200,400,200,1,3,2022,0,11
43628,0,92,64,0,30,0,0,4530,1298,1,3,2022,0,11
43629,0,105,0,0,40,0,1834,7400,1700,0,3,2022,0,11
43630,0,117,0,0,300,0,100,2500,2000,1,3,2022,0,11
43631,0,130,0,0,34,0,100,400,549,1,3,2022,0,11
43632,0,139,25,0,25,0,0,3100,800,1,3,2022,0,11
43633,0,141,11,0,11,0,100,228,313,0,3,2022,0,11
43634,0,168,94,0,86,0,0,5770,3480,1,3,2022,0,11
43635,0,186,53,0,53,0,0,234,197,1,3,2022,0,11
43636,0,190,0,0,106,55,0,0,2400,1,3,2022,0,11
43637,0,203,78,0,95,104,100,3400,1100,1,3,2022,0,11
43638,0,216,0,0,80,0,0,2900,1600,1,3,2022,0,11
43639,0,238,89,0,58,0,2100,4800,1300,0,3,2022,0,11
43640,0,244,0,0,163,0,0,4200,2100,1,3,2022,0,11
43641,0,251,65,0,65,65,0,1200,700,1,3,2022,0,11
43642,0,268,0,0,117,0,1960,2989,1584,1,3,2022,0,11
43643,0,287,0,0,25,0,542,4265,1402,0,3,2022,0,11
43644,0,290,65,0,61,0,0,0,300,0,3,2022,0,11
43645,0,296,38,0,27,0,0,1100,1200,1,3,2022,0,11
43646,0,309,0,0,74,0,2100,2500,800,0,3,2022,0,11
43647,0,317,48,0,48,0,0,288,176,1,3,2022,0,11
43648,0,328,0,0,71,0,0,7000,3000,0,3,2022,0,11
43649,0,334,0,0,196,0,200,500,0,1,3,2022,0,11
43650,0,340,84,0,94,0,0,2800,1000,1,3,2022,0,11
43651,1,347,0,0,490,0,1000,6600,7700,0,3,2022,0,11
43652,1,349,0,0,511,0,1200,1400,20400,0,3,2022,0,11
43653,1,350,0,0,792,0,5600,19000,19000,1,3,2022,0,11
43654,1,352,0,0,630,0,500,4500,7300,0,3,2022,0,11
43655,1,353,0,0,298,0,2000,0,5000,0,3,2022,0,11
43656,1,354,277,0,290,0,3000,5000,5000,0,3,2022,0,11
43657,1,355,0,0,313,0,200,1400,5000,0,3,2022,0,11
43658,1,356,0,0,305,0,1000,3000,3000,0,3,2022,0,11
43659,1,357,0,0,459,0,1300,5100,8600,0,3,2022,0,11
43660,1,358,0,0,394,0,0,2000,6000,0,3,2022,0,11
43661,1,359,0,0,288,0,0,12000,9000,0,3,2022,0,11
43662,1,360,0,0,429,0,1000,5000,14000,0,3,2022,0,11
43663,1,361,0,0,568,0,1000,4000,20000,0,3,2022,0,11
43664,1,364,0,0,397,0,2000,7300,14000,0,3,2022,0,11
43665,1,365,0,0,222,0,2000,1500,5000,0,3,2022,0,11
43666,1,366,0,0,188,0,100,2100,2500,0,3,2022,0,11
43667,1,367,0,0,331,0,1800,6800,9500,0,3,2022,0,11
43668,1,368,0,0,321,0,1100,9600,6300,0,3,2022,0,11
43669,1,369,0,0,382,0,800,500,1400,0,3,2022,0,11
43670,1,370,0,0,541,0,300,5300,6700,0,3,2022,0,11
43671,1,371,0,0,308,0,1000,2000,8000,0,3,2022,0,11
43672,1,372,0,0,288,0,1400,1000,6000,0,3,2022,0,11
43673,1,373,0,0,637,0,4000,8000,6700,0,3,2022,0,11
43674,1,376,0,0,171,0,200,2200,2000,0,3,2022,0,11
43675,1,377,420,0,376,0,1800,7000,5200,0,3,2022,0,11
43676,1,379,435,0,299,0,1900,1600,6400,0,3,2022,0,11
43677,1,380,0,0,156,0,2400,3600,3200,0,3,2022,0,11
43678,2,386,0,0,748,0,1200,2000,7300,0,3,2022,0,11
43679,2,387,0,0,354,0,0,5000,14000,0,3,2022,0,11
43680,2,389,0,0,432,0,2300,15000,12000,0,3,2022,0,11
43681,2,390,0,0,427,0,3000,3500,19000,0,3,2022,0,11
43682,2,391,0,0,720,0,1000,6000,22000,0,3,2022,0,11
43683,1,398,0,0,334,0,600,1500,4700,0,3,2022,0,11
43684,1,399,0,0,468,0,0,5600,8300,0,3,2022,0,11
43685,1,400,0,0,425,0,0,11500,0,0,3,2022,0,11
43686,0,401,0,0,472,0,3000,5000,11000,0,3,2022,0,11
43687,1,406,0,0,364,0,3000,3000,7000,0,3,2022,0,11
43688,1,407,0,0,352,0,700,2700,8200,0,3,2022,0,11
43689,0,2,120,0,116,120,0,2400,1980,1,3,2022,1,11
43690,0,31,39,0,40,0,0,400,300,1,3,2022,1,11
43691,0,34,0,0,98,0,400,2000,1800,1,3,2022,1,11
43692,0,38,133,0,127,0,1000,3000,2000,1,3,2022,1,11
43693,0,77,0,0,44,0,100,100,200,1,3,2022,1,11
43694,0,80,0,0,33,0,1000,1000,1000,0,3,2022,1,11
43695,0,83,136,0,136,0,0,1600,400,1,3,2022,1,11
43696,0,92,64,0,36,0,0,3685,2880,1,3,2022,1,11
43697,0,105,0,0,41,0,4849,3700,1900,0,3,2022,1,11
43698,0,117,0,0,300,0,500,1800,2000,1,3,2022,1,11
43699,0,130,0,0,44,0,200,2100,763,1,3,2022,1,11
43700,0,139,29,0,29,0,0,400,0,1,3,2022,1,11
43701,0,141,18,0,14,0,0,610,364,1,3,2022,1,11
43702,0,154,45,45,31,0,0,2000,1000,1,3,2022,1,11
43703,0,168,99,0,100,0,0,7800,3200,1,3,2022,1,11
43704,0,186,67,0,67,0,0,60,120,1,3,2022,1,11
43705,0,190,0,0,126,65,0,400,2350,1,3,2022,1,11
43706,0,203,78,0,95,104,1000,2100,1800,1,3,2022,1,11
43707,0,216,0,0,90,0,0,2100,1400,1,3,2022,1,11
43708,0,238,98,0,78,0,900,1900,1300,0,3,2022,1,11
43709,0,244,0,0,199,0,2800,2800,0,1,3,2022,1,11
43710,0,251,75,0,75,75,0,1000,1000,1,3,2022,1,11
43711,0,268,0,0,176,0,3199,2201,3758,1,3,2022,1,11
43712,0,287,0,0,31,0,0,1692,625,0,3,2022,1,11
43713,0,290,90,0,87,0,0,300,300,0,3,2022,1,11
43714,0,296,38,0,34,0,0,1000,1300,1,3,2022,1,11
43715,0,309,0,0,78,0,4800,5800,1100,0,3,2022,1,11
43716,0,317,53,0,53,0,0,304,239,1,3,2022,1,11
43717,0,328,0,0,85,0,0,10000,2500,0,3,2022,1,11
43718,0,334,0,0,204,0,300,0,500,1,3,2022,1,11
43719,0,340,103,0,103,0,0,2000,1700,1,3,2022,1,11
43720,1,347,0,0,489,0,4200,8900,0,0,3,2022,1,11
43721,1,349,0,0,52,0,0,0,300,0,3,2022,1,11
43722,1,350,0,0,720,0,1750,13000,17500,1,3,2022,1,11
43723,1,352,0,0,558,0,2200,5700,8100,0,3,2022,1,11
43724,1,353,0,0,288,0,1000,0,4000,0,3,2022,1,11
43725,1,354,277,0,276,0,1000,6000,7000,0,3,2022,1,11
43726,1,355,0,0,289,0,0,1400,5200,0,3,2022,1,11
43727,1,356,0,0,352,0,1000,3000,5000,0,3,2022,1,11
43728,1,357,0,0,444,0,1000,5200,8200,0,3,2022,1,11
43729,1,358,0,0,396,0,0,2000,7000,0,3,2022,1,11
43730,1,359,0,0,297,0,0,14000,9000,0,3,2022,1,11
43731,1,360,0,0,406,0,1000,7000,12000,0,3,2022,1,11
43732,1,361,0,0,478,0,1000,4000,19000,0,3,2022,1,11
43733,1,364,0,0,368,0,1500,8500,13000,0,3,2022,1,11
43734,1,365,0,0,227,0,1400,1000,7000,0,3,2022,1,11
43735,1,366,0,0,188,0,1000,2900,2600,0,3,2022,1,11
43736,1,367,0,0,323,0,2300,7600,8300,0,3,2022,1,11
43737,1,368,0,0,330,0,1900,8300,6700,0,3,2022,1,11
43738,1,369,0,0,378,0,0,400,1100,0,3,2022,1,11
43739,1,370,0,0,483,0,3200,6200,5000,0,3,2022,1,11
43740,1,371,0,0,311,0,2000,1000,9000,0,3,2022,1,11
43741,1,373,0,0,628,0,1000,4000,7200,0,3,2022,1,11
43742,1,376,0,0,168,0,100,2200,2500,0,3,2022,1,11
43743,1,377,420,0,294,0,1000,1000,7000,0,3,2022,1,11
43744,1,378,0,0,138,0,2000,4000,3000,0,3,2022,1,11
43745,1,379,435,0,270,0,1400,2800,6200,0,3,2022,1,11
43746,1,380,0,0,126,0,2500,3700,3100,0,3,2022,1,11
43747,2,386,0,0,498,0,600,1200,3000,0,3,2022,1,11
43748,2,387,0,0,337,0,3000,6000,11000,0,3,2022,1,11
43749,2,389,0,0,432,0,0,10000,15200,0,3,2022,1,11
43750,2,390,0,0,382,0,1000,6000,16000,0,3,2022,1,11
43751,2,391,0,0,540,0,1000,8000,20000,0,3,2022,1,11
43752,1,398,0,0,303,0,800,2500,8000,0,3,2022,1,11
43753,1,399,0,0,477,0,0,7000,7900,0,3,2022,1,11
43754,1,400,0,0,353,0,0,7200,0,0,3,2022,1,11
43755,0,401,0,0,486,0,3000,6500,10000,0,3,2022,1,11
43756,1,406,0,0,366,0,3000,4000,8000,0,3,2022,1,11
43757,1,407,0,0,342,0,600,3400,7900,0,3,2022,1,11
43758,0,2,120,100,116,120,700,2800,2900,1,3,2022,2,11
43759,0,34,0,0,103,0,0,1600,1200,1,3,2022,2,11
43760,0,38,127,0,120,0,1000,4000,2000,1,3,2022,2,11
43761,0,83,126,0,126,0,0,300,200,1,3,2022,2,11
43762,0,92,64,0,36,0,0,2750,1491,1,3,2022,2,11
43763,0,105,0,0,26,0,5689,1800,900,0,3,2022,2,11
43764,0,117,370,0,370,0,520,1220,1950,1,3,2022,2,11
43765,0,130,0,0,43,0,100,600,223,1,3,2022,2,11
43766,0,139,33,33,33,0,0,500,200,1,3,2022,2,11
43767,0,141,16,0,16,0,841,610,379,1,3,2022,2,11
43768,0,154,45,45,34,0,0,2000,1000,1,3,2022,2,11
43769,0,168,99,0,112,0,0,6170,3410,1,3,2022,2,11
43770,0,186,46,0,46,0,0,0,170,1,3,2022,2,11
43771,0,190,0,0,124,45,0,0,2200,1,3,2022,2,11
43772,0,203,78,0,95,104,300,1900,1490,1,3,2022,2,11
43773,0,238,98,0,71,0,2100,3300,1900,0,3,2022,2,11
43774,0,244,0,0,198,0,0,5000,2500,1,3,2022,2,11
43775,0,251,89,0,89,89,0,1200,2000,1,3,2022,2,11
43776,0,287,0,0,31,0,0,4617,434,0,3,2022,2,11
43777,0,290,90,0,88,0,0,0,300,0,3,2022,2,11
43778,0,296,38,0,35,0,0,1100,350,1,3,2022,2,11
43779,0,309,0,0,75,0,1500,5800,900,0,3,2022,2,11
43780,0,317,56,0,56,0,348,275,80,1,3,2022,2,11
43781,0,328,0,0,84,0,0,20000,3000,0,3,2022,2,11
43782,0,334,0,0,202,0,700,0,600,1,3,2022,2,11
43783,0,340,103,0,106,0,0,2700,1300,1,3,2022,2,11
43784,1,347,0,0,498,0,6000,6000,7000,0,3,2022,2,11
43785,1,349,0,0,519,0,1400,500,13600,0,3,2022,2,11
43786,1,350,0,0,792,0,3000,8500,24000,1,3,2022,2,11
43787,1,352,0,0,594,0,300,6100,6200,0,3,2022,2,11
43788,1,353,0,0,278,0,1000,0,5000,0,3,2022,2,11
43789,1,354,277,0,257,0,0,7600,4200,0,3,2022,2,11
43790,1,355,0,0,313,0,0,1300,4200,0,3,2022,2,11
43791,1,356,0,0,342,0,1000,3000,2000,0,3,2022,2,11
43792,1,357,0,0,440,0,1000,4800,7300,0,3,2022,2,11
43793,1,359,0,0,293,0,0,9000,6000,0,3,2022,2,11
43794,1,360,0,0,424,0,1000,5000,12000,0,3,2022,2,11
43795,1,361,0,0,528,0,1000,5000,20000,0,3,2022,2,11
43796,1,364,0,0,426,0,1000,3000,10000,0,3,2022,2,11
43797,1,365,0,0,218,0,1700,1200,4000,0,3,2022,2,11
43798,1,366,0,0,188,0,300,900,2000,0,3,2022,2,11
43799,1,367,0,0,336,0,1200,4000,7000,0,3,2022,2,11
43800,1,368,0,0,331,0,0,6400,4700,0,3,2022,2,11
43801,1,369,0,0,381,0,500,400,1000,0,3,2022,2,11
43802,1,370,0,0,543,0,700,5000,6200,0,3,2022,2,11
43803,1,371,0,0,306,0,1000,2000,8000,0,3,2022,2,11
43804,1,372,0,0,272,0,1500,600,3900,0,3,2022,2,11
43805,1,373,0,0,654,0,1000,6000,3400,0,3,2022,2,11
43806,1,376,0,0,172,0,200,1400,1200,0,3,2022,2,11
43807,1,377,420,0,360,0,0,1300,5700,0,3,2022,2,11
43808,1,378,0,0,142,0,1000,2000,4000,0,3,2022,2,11
43809,1,379,435,0,309,0,2000,1900,4700,0,3,2022,2,11
43810,1,380,0,0,162,0,3200,4500,3100,0,3,2022,2,11
43811,2,389,0,0,60,0,0,1000,1000,0,3,2022,2,11
43812,1,398,0,0,342,0,1000,2100,5000,0,3,2022,2,11
43813,1,399,0,0,459,0,0,8000,6900,0,3,2022,2,11
43814,1,400,0,0,400,0,0,7100,0,0,3,2022,2,11
43815,0,401,0,0,489,0,2000,3000,13000,0,3,2022,2,11
43816,1,406,0,0,374,0,4000,4000,8000,0,3,2022,2,11
43817,1,407,0,0,332,0,400,3100,8400,0,3,2022,2,11
43818,0,2,120,100,116,120,900,3800,1600,1,3,2022,3,11
43819,0,31,33,0,30,0,0,300,400,1,3,2022,3,11
43820,0,34,0,0,101,0,0,2000,1400,1,3,2022,3,11
43821,0,38,132,0,119,0,1000,2000,1000,1,3,2022,3,11
43822,0,77,0,0,44,0,0,100,150,1,3,2022,3,11
43823,0,80,0,0,32,0,2000,2000,0,0,3,2022,3,11
43824,0,83,138,0,138,45,100,200,200,1,3,2022,3,11
43825,0,92,64,0,38,0,0,2550,1760,1,3,2022,3,11
43826,0,105,0,0,38,0,4231,2900,1600,0,3,2022,3,11
43827,0,117,370,0,370,0,200,1800,2200,1,3,2022,3,11
43828,0,128,0,0,19,0,100,3400,0,0,3,2022,3,11
43829,0,130,0,0,44,0,300,200,860,1,3,2022,3,11
43830,0,139,29,29,29,0,0,0,200,1,3,2022,3,11
43831,0,141,20,0,19,0,0,1731,934,1,3,2022,3,11
43832,0,154,45,45,33,0,0,1000,1000,1,3,2022,3,11
43833,0,168,99,0,121,0,0,3456,1744,1,3,2022,3,11
43834,0,186,45,0,45,0,0,0,120,1,3,2022,3,11
43835,0,190,0,0,117,68,0,0,2500,1,3,2022,3,11
43836,0,203,78,0,95,104,100,800,2670,1,3,2022,3,11
43837,0,216,0,0,95,0,0,2500,1700,1,3,2022,3,11
43838,0,238,98,0,75,0,500,1800,1900,0,3,2022,3,11
43839,0,244,0,0,205,0,0,2700,2800,1,3,2022,3,11
43840,0,251,86,0,86,86,0,2500,1200,1,3,2022,3,11
43841,0,268,0,0,162,0,0,2412,3271,1,3,2022,3,11
43842,0,287,0,0,25,0,1580,1343,561,0,3,2022,3,11
43843,0,290,93,0,90,0,0,400,300,0,3,2022,3,11
43844,0,309,0,0,69,0,1500,5700,1500,0,3,2022,3,11
43845,0,317,51,0,51,0,215,173,218,1,3,2022,3,11
43846,0,328,0,0,85,0,0,25000,4000,0,3,2022,3,11
43847,0,334,0,0,203,0,500,0,600,1,3,2022,3,11
43848,0,340,103,0,106,0,0,800,460,1,3,2022,3,11
43849,1,347,0,0,462,0,3000,7000,9600,0,3,2022,3,11
43850,1,349,0,0,456,0,300,1500,12600,0,3,2022,3,11
43851,1,350,0,0,791,0,4000,6700,17200,1,3,2022,3,11
43852,1,352,0,0,612,0,500,5100,6300,0,3,2022,3,11
43853,1,353,0,0,273,0,1000,0,3000,0,3,2022,3,11
43854,1,354,277,0,288,0,2000,3500,5000,0,3,2022,3,11
43855,1,355,0,0,317,0,650,1600,7000,0,3,2022,3,11
43856,1,356,0,0,340,0,1000,5000,5000,0,3,2022,3,11
43857,1,357,0,0,444,0,1000,3800,5800,0,3,2022,3,11
43858,1,358,0,0,394,0,3000,4000,5000,0,3,2022,3,11
43859,1,359,0,0,272,0,0,14000,7000,0,3,2022,3,11
43860,1,360,0,0,439,0,1000,3000,12000,0,3,2022,3,11
43861,1,361,0,0,478,0,1000,3000,10000,0,3,2022,3,11
43862,1,364,0,0,371,0,0,4100,5400,0,3,2022,3,11
43863,1,365,0,0,218,0,1500,1000,6000,0,3,2022,3,11
43864,1,366,0,0,187,0,200,1500,2400,0,3,2022,3,11
43865,1,367,0,0,334,0,0,7000,10600,0,3,2022,3,11
43866,1,368,0,0,198,0,0,7600,3200,0,3,2022,3,11
43867,1,369,0,0,435,0,0,600,2000,0,3,2022,3,11
43868,1,370,0,0,477,0,2100,5300,7000,0,3,2022,3,11
43869,1,371,0,0,303,0,2000,1000,9000,0,3,2022,3,11
43870,1,372,0,0,270,0,1300,700,6300,0,3,2022,3,11
43871,1,373,0,0,633,0,2000,7000,5000,0,3,2022,3,11
43872,1,376,0,0,168,0,100,1300,1700,0,3,2022,3,11
43873,1,377,420,0,365,0,1000,3000,6000,0,3,2022,3,11
43874,1,378,0,0,138,0,2000,2000,4000,0,3,2022,3,11
43875,1,379,435,0,276,0,2500,3200,6000,0,3,2022,3,11
43876,1,380,0,0,151,0,3600,4100,3400,0,3,2022,3,11
43877,2,386,0,0,648,0,1000,1300,5800,0,3,2022,3,11
43878,2,389,0,0,384,0,0,9000,11000,0,3,2022,3,11
43879,2,390,0,0,398,0,2000,4500,18000,0,3,2022,3,11
43880,2,391,0,0,520,0,3000,5000,12000,0,3,2022,3,11
43881,1,398,0,0,329,0,800,1400,9200,0,3,2022,3,11
43882,1,399,0,0,464,0,0,6300,7300,0,3,2022,3,11
43883,1,400,0,0,452,0,0,9500,0,0,3,2022,3,11
43884,0,401,0,0,460,0,2000,3000,11000,0,3,2022,3,11
43885,1,406,0,0,380,0,3000,2000,8000,0,3,2022,3,11
43886,1,407,0,0,322,0,600,2900,7900,0,3,2022,3,11
43887,0,2,100,100,89,100,0,1900,2500,1,3,2022,4,11
43888,0,31,33,0,30,0,0,700,500,1,3,2022,4,11
